time (s),leafValue( IT("/I0/Iout1") "Design_Point" 1 ) (A),leafValue( IT("/I0/Iout2") "Design_Point" 1 ) (A),leafValue( getData(":pwr" ?result "tran") "Design_Point" 1 ) (W)
539.9E-6,64.81E-9,133.0E-12,47.73E-6
539.9E-6,64.74E-9,134.6E-12,47.95E-6
540.0E-6,64.59E-9,138.2E-12,48.18E-6
540.0E-6,64.49E-9,143.5E-12,47.88E-6
540.0E-6,64.36E-9,151.8E-12,47.61E-6
540.1E-6,64.23E-9,162.9E-12,47.39E-6
540.1E-6,64.20E-9,184.9E-12,47.13E-6
540.1E-6,64.29E-9,219.2E-12,46.98E-6
540.2E-6,64.33E-9,280.9E-12,46.90E-6
540.3E-6,64.20E-9,389.9E-12,46.86E-6
540.4E-6,63.88E-9,592.7E-12,46.85E-6
540.5E-6,63.23E-9,1.017E-9,46.86E-6
540.6E-6,62.19E-9,1.753E-9,46.87E-6
540.8E-6,60.73E-9,2.886E-9,46.87E-6
540.9E-6,59.11E-9,4.399E-9,46.88E-6
540.9E-6,57.65E-9,6.032E-9,46.88E-6
541.0E-6,55.98E-9,8.044E-9,46.88E-6
541.1E-6,54.15E-9,10.19E-9,46.88E-6
541.2E-6,51.10E-9,13.51E-9,46.89E-6
541.3E-6,47.81E-9,16.91E-9,46.89E-6
541.4E-6,44.48E-9,20.30E-9,46.89E-6
541.5E-6,40.05E-9,24.82E-9,46.89E-6
541.7E-6,32.27E-9,32.75E-9,46.90E-6
542.1E-6,20.34E-9,44.87E-9,46.89E-6
542.5E-6,11.58E-9,53.75E-9,46.88E-6
542.8E-6,6.502E-9,58.87E-9,46.86E-6
543.2E-6,3.455E-9,61.92E-9,46.83E-6
543.6E-6,1.664E-9,63.69E-9,46.77E-6
544.1E-6,736.0E-12,64.58E-9,46.67E-6
544.8E-6,329.9E-12,64.92E-9,46.52E-6
545.6E-6,151.8E-12,65.03E-9,46.29E-6
546.5E-6,95.14E-12,65.04E-9,46.07E-6
547.3E-6,70.42E-12,65.03E-9,45.90E-6
548.1E-6,53.71E-12,65.02E-9,45.74E-6
549.1E-6,40.99E-12,65.01E-9,45.61E-6
549.5E-6,37.43E-12,65.01E-9,45.57E-6
549.5E-6,35.97E-12,64.91E-9,45.55E-6
549.6E-6,27.26E-12,64.77E-9,45.57E-6
549.7E-6,6.866E-12,64.75E-9,45.62E-6
549.7E-6,-6.523E-12,64.81E-9,45.67E-6
549.8E-6,-13.27E-12,64.86E-9,45.72E-6
549.9E-6,-13.10E-12,64.87E-9,45.79E-6
550.0E-6,-9.551E-12,64.86E-9,45.86E-6
550.0E-6,-11.42E-12,64.92E-9,45.88E-6
550.1E-6,-15.30E-12,65.02E-9,45.90E-6
550.1E-6,-17.92E-12,65.12E-9,45.91E-6
550.1E-6,-14.51E-12,65.11E-9,45.91E-6
550.2E-6,-8.772E-12,64.99E-9,45.91E-6
550.2E-6,-3.957E-12,64.89E-9,45.92E-6
550.3E-6,-391.2E-15,64.88E-9,45.92E-6
550.5E-6,3.783E-12,64.91E-9,45.93E-6
550.6E-6,10.76E-12,64.92E-9,45.92E-6
550.9E-6,22.93E-12,64.91E-9,45.88E-6
551.3E-6,38.33E-12,64.91E-9,45.81E-6
551.7E-6,54.54E-12,64.91E-9,45.74E-6
552.2E-6,66.89E-12,64.91E-9,45.66E-6
552.7E-6,72.98E-12,64.92E-9,45.59E-6
553.3E-6,72.77E-12,64.93E-9,45.50E-6
554.0E-6,68.25E-12,64.94E-9,45.42E-6
554.7E-6,61.84E-12,64.95E-9,45.35E-6
555.5E-6,55.14E-12,64.96E-9,45.30E-6
556.5E-6,49.02E-12,64.96E-9,45.27E-6
557.5E-6,44.74E-12,64.97E-9,45.26E-6
558.5E-6,41.88E-12,64.97E-9,45.26E-6
559.5E-6,40.07E-12,64.97E-9,45.26E-6
559.5E-6,40.07E-12,64.96E-9,45.15E-6
559.6E-6,40.09E-12,64.95E-9,45.03E-6
559.7E-6,39.85E-12,64.93E-9,44.97E-6
559.7E-6,39.15E-12,64.91E-9,44.92E-6
559.8E-6,37.87E-12,64.90E-9,44.88E-6
559.9E-6,36.24E-12,64.90E-9,44.81E-6
560.0E-6,35.42E-12,64.89E-9,44.75E-6
560.0E-6,35.33E-12,64.89E-9,44.81E-6
560.1E-6,35.21E-12,64.89E-9,44.86E-6
560.1E-6,34.97E-12,64.89E-9,44.90E-6
560.1E-6,34.46E-12,64.91E-9,44.94E-6
560.2E-6,34.30E-12,64.92E-9,44.97E-6
560.2E-6,34.94E-12,64.93E-9,45.00E-6
560.3E-6,37.22E-12,64.92E-9,45.04E-6
560.5E-6,41.52E-12,64.91E-9,45.09E-6
560.7E-6,51.94E-12,64.90E-9,45.17E-6
561.0E-6,68.86E-12,64.87E-9,45.24E-6
561.4E-6,102.2E-12,64.82E-9,45.30E-6
562.0E-6,155.4E-12,64.75E-9,45.33E-6
562.9E-6,248.3E-12,64.64E-9,45.33E-6
563.9E-6,328.6E-12,64.57E-9,45.32E-6
564.7E-6,383.7E-12,64.53E-9,45.32E-6
565.5E-6,429.4E-12,64.52E-9,45.32E-6
566.3E-6,465.4E-12,64.51E-9,45.32E-6
567.3E-6,488.2E-12,64.50E-9,45.32E-6
568.3E-6,496.8E-12,64.50E-9,45.32E-6
569.3E-6,499.1E-12,64.50E-9,45.32E-6
569.5E-6,499.1E-12,64.50E-9,45.32E-6
569.5E-6,499.0E-12,64.50E-9,44.92E-6
569.6E-6,499.0E-12,64.50E-9,44.48E-6
569.6E-6,498.9E-12,64.50E-9,44.16E-6
569.7E-6,498.9E-12,64.50E-9,43.88E-6
569.8E-6,499.1E-12,64.50E-9,43.62E-6
569.9E-6,499.4E-12,64.49E-9,43.34E-6
570.0E-6,500.7E-12,64.48E-9,42.98E-6
570.0E-6,501.4E-12,64.48E-9,42.86E-6
570.0E-6,501.8E-12,64.48E-9,42.98E-6
570.0E-6,502.3E-12,64.48E-9,43.10E-6
570.1E-6,502.8E-12,64.47E-9,43.20E-6
570.1E-6,504.0E-12,64.47E-9,43.35E-6
570.1E-6,505.6E-12,64.46E-9,43.45E-6
570.2E-6,507.9E-12,64.46E-9,43.52E-6
570.3E-6,511.5E-12,64.45E-9,43.54E-6
570.3E-6,517.3E-12,64.44E-9,43.53E-6
570.4E-6,529.6E-12,64.41E-9,43.48E-6
570.6E-6,551.9E-12,64.38E-9,43.41E-6
570.8E-6,592.6E-12,64.31E-9,43.36E-6
571.0E-6,683.2E-12,64.19E-9,43.32E-6
571.3E-6,885.9E-12,63.93E-9,43.32E-6
571.7E-6,1.319E-9,63.41E-9,43.37E-6
572.2E-6,2.450E-9,62.20E-9,43.46E-6
572.6E-6,4.117E-9,60.53E-9,43.55E-6
572.9E-6,6.860E-9,57.84E-9,43.66E-6
573.3E-6,10.85E-9,53.91E-9,43.78E-6
573.8E-6,18.95E-9,45.90E-9,43.97E-6
574.5E-6,32.67E-9,32.33E-9,44.22E-6
575.1E-6,46.63E-9,18.52E-9,44.48E-6
576.0E-6,57.81E-9,7.444E-9,44.80E-6
576.7E-6,61.40E-9,3.825E-9,44.99E-6
577.3E-6,62.88E-9,2.313E-9,45.12E-6
577.9E-6,63.71E-9,1.439E-9,45.23E-6
578.9E-6,64.21E-9,881.8E-12,45.35E-6
579.5E-6,64.35E-9,711.0E-12,45.39E-6
579.6E-6,64.36E-9,699.0E-12,45.31E-6
579.7E-6,64.37E-9,684.6E-12,45.24E-6
579.8E-6,64.38E-9,666.5E-12,45.18E-6
579.9E-6,64.39E-9,652.5E-12,45.13E-6
580.0E-6,64.40E-9,637.9E-12,45.07E-6
580.0E-6,64.40E-9,633.5E-12,45.10E-6
580.1E-6,64.40E-9,629.2E-12,45.12E-6
580.1E-6,64.41E-9,624.2E-12,45.14E-6
580.2E-6,64.41E-9,616.3E-12,45.15E-6
580.3E-6,64.42E-9,607.7E-12,45.15E-6
580.4E-6,64.45E-9,593.3E-12,45.15E-6
580.6E-6,64.48E-9,569.5E-12,45.16E-6
580.8E-6,64.55E-9,521.1E-12,45.19E-6
581.2E-6,64.64E-9,449.6E-12,45.24E-6
581.8E-6,64.75E-9,345.6E-12,45.31E-6
582.4E-6,64.81E-9,273.4E-12,45.34E-6
583.1E-6,64.84E-9,221.6E-12,45.36E-6
584.0E-6,64.86E-9,181.6E-12,45.37E-6
585.0E-6,64.86E-9,160.6E-12,45.37E-6
586.0E-6,64.86E-9,150.6E-12,45.36E-6
587.0E-6,64.86E-9,145.6E-12,45.36E-6
588.0E-6,64.86E-9,142.8E-12,45.36E-6
589.0E-6,64.86E-9,141.1E-12,45.36E-6
589.5E-6,64.86E-9,140.5E-12,45.36E-6
589.6E-6,64.86E-9,140.5E-12,45.45E-6
589.6E-6,64.86E-9,140.4E-12,45.53E-6
589.7E-6,64.86E-9,140.3E-12,45.61E-6
589.8E-6,64.86E-9,140.2E-12,45.66E-6
589.9E-6,64.86E-9,140.1E-12,45.71E-6
590.0E-6,64.86E-9,140.0E-12,45.74E-6
590.0E-6,64.86E-9,140.0E-12,45.71E-6
590.1E-6,64.86E-9,140.0E-12,45.68E-6
590.1E-6,64.86E-9,139.9E-12,45.66E-6
590.2E-6,64.86E-9,139.9E-12,45.63E-6
590.2E-6,64.86E-9,139.8E-12,45.62E-6
590.3E-6,64.86E-9,139.7E-12,45.63E-6
590.4E-6,64.86E-9,139.6E-12,45.64E-6
590.6E-6,64.86E-9,139.4E-12,45.67E-6
590.9E-6,64.87E-9,139.2E-12,45.70E-6
591.2E-6,64.87E-9,138.8E-12,45.74E-6
591.7E-6,64.86E-9,139.2E-12,45.77E-6
592.5E-6,64.85E-9,145.2E-12,45.77E-6
593.5E-6,64.81E-9,163.9E-12,45.72E-6
594.5E-6,64.77E-9,192.8E-12,45.65E-6
595.5E-6,64.74E-9,226.1E-12,45.58E-6
596.5E-6,64.71E-9,256.2E-12,45.53E-6
597.5E-6,64.70E-9,278.2E-12,45.50E-6
598.5E-6,64.69E-9,292.1E-12,45.47E-6
599.5E-6,64.69E-9,299.4E-12,45.46E-6
599.6E-6,64.69E-9,299.6E-12,45.40E-6
599.6E-6,64.69E-9,299.9E-12,45.33E-6
599.7E-6,64.70E-9,300.2E-12,45.27E-6
599.8E-6,64.70E-9,300.5E-12,45.23E-6
599.9E-6,64.70E-9,300.9E-12,45.20E-6
600.0E-6,64.70E-9,301.5E-12,45.17E-6
600.0E-6,64.70E-9,301.8E-12,45.19E-6
600.1E-6,64.70E-9,302.1E-12,45.21E-6
600.1E-6,64.69E-9,302.6E-12,45.23E-6
600.2E-6,64.69E-9,303.7E-12,45.26E-6
600.2E-6,64.69E-9,305.1E-12,45.28E-6
600.3E-6,64.68E-9,307.5E-12,45.28E-6
600.4E-6,64.67E-9,312.6E-12,45.27E-6
600.6E-6,64.65E-9,322.4E-12,45.23E-6
600.8E-6,64.61E-9,341.9E-12,45.19E-6
601.1E-6,64.56E-9,379.0E-12,45.13E-6
601.6E-6,64.48E-9,443.2E-12,45.06E-6
602.2E-6,64.39E-9,533.3E-12,45.01E-6
602.8E-6,64.34E-9,611.5E-12,45.00E-6
603.5E-6,64.35E-9,636.9E-12,45.02E-6
604.1E-6,64.40E-9,618.0E-12,45.06E-6
605.1E-6,64.48E-9,555.3E-12,45.13E-6
606.0E-6,64.53E-9,496.9E-12,45.19E-6
606.9E-6,64.57E-9,454.0E-12,45.25E-6
607.9E-6,64.59E-9,422.5E-12,45.31E-6
608.9E-6,64.61E-9,403.3E-12,45.35E-6
609.5E-6,64.61E-9,396.3E-12,45.38E-6
609.5E-6,64.61E-9,395.9E-12,45.50E-6
609.6E-6,64.61E-9,395.4E-12,45.66E-6
609.7E-6,64.61E-9,394.8E-12,45.78E-6
609.7E-6,64.61E-9,394.2E-12,45.87E-6
609.8E-6,64.62E-9,393.6E-12,45.95E-6
609.9E-6,64.62E-9,392.7E-12,46.05E-6
610.0E-6,64.62E-9,391.8E-12,46.17E-6
610.0E-6,64.62E-9,391.6E-12,46.10E-6
610.1E-6,64.62E-9,391.5E-12,46.05E-6
610.1E-6,64.62E-9,391.3E-12,46.00E-6
610.1E-6,64.62E-9,391.0E-12,45.94E-6
610.2E-6,64.62E-9,390.8E-12,45.93E-6
610.3E-6,64.62E-9,390.7E-12,45.92E-6
610.4E-6,64.62E-9,390.7E-12,45.93E-6
610.5E-6,64.61E-9,391.3E-12,45.96E-6
610.7E-6,64.61E-9,393.2E-12,45.98E-6
610.9E-6,64.60E-9,398.2E-12,46.00E-6
611.3E-6,64.58E-9,408.9E-12,46.01E-6
611.8E-6,64.54E-9,436.1E-12,46.01E-6
612.5E-6,64.43E-9,515.3E-12,45.97E-6
613.4E-6,64.17E-9,737.1E-12,45.87E-6
614.4E-6,63.73E-9,1.154E-9,45.75E-6
615.4E-6,63.22E-9,1.684E-9,45.65E-6
616.1E-6,62.85E-9,2.088E-9,45.58E-6
616.9E-6,62.56E-9,2.406E-9,45.53E-6
617.9E-6,62.33E-9,2.657E-9,45.48E-6
618.9E-6,62.23E-9,2.770E-9,45.43E-6
619.5E-6,62.20E-9,2.795E-9,45.41E-6
619.5E-6,62.20E-9,2.795E-9,45.24E-6
619.6E-6,62.20E-9,2.796E-9,45.03E-6
619.7E-6,62.20E-9,2.797E-9,44.86E-6
619.7E-6,62.20E-9,2.798E-9,44.73E-6
619.8E-6,62.19E-9,2.799E-9,44.60E-6
619.9E-6,62.19E-9,2.800E-9,44.46E-6
620.0E-6,62.19E-9,2.800E-9,44.29E-6
620.0E-6,62.19E-9,2.800E-9,44.36E-6
620.1E-6,62.19E-9,2.799E-9,44.42E-6
620.1E-6,62.19E-9,2.799E-9,44.47E-6
620.1E-6,62.19E-9,2.796E-9,44.54E-6
620.2E-6,62.20E-9,2.791E-9,44.57E-6
620.3E-6,62.21E-9,2.784E-9,44.58E-6
620.3E-6,62.24E-9,2.768E-9,44.57E-6
620.4E-6,62.28E-9,2.735E-9,44.55E-6
620.6E-6,62.37E-9,2.664E-9,44.52E-6
620.8E-6,62.51E-9,2.543E-9,44.50E-6
621.0E-6,62.74E-9,2.339E-9,44.47E-6
621.4E-6,63.09E-9,2.010E-9,44.45E-6
621.8E-6,63.50E-9,1.619E-9,44.44E-6
622.3E-6,63.92E-9,1.202E-9,44.43E-6
623.0E-6,64.30E-9,818.5E-12,44.45E-6
623.9E-6,64.60E-9,512.6E-12,44.50E-6
624.9E-6,64.78E-9,314.7E-12,44.56E-6
625.9E-6,64.87E-9,209.0E-12,44.63E-6
626.9E-6,64.92E-9,149.1E-12,44.71E-6
627.9E-6,64.94E-9,112.8E-12,44.80E-6
628.9E-6,64.96E-9,89.41E-12,44.88E-6
629.5E-6,64.96E-9,78.79E-12,44.93E-6
629.6E-6,64.96E-9,77.83E-12,45.08E-6
629.7E-6,64.96E-9,76.59E-12,45.24E-6
629.8E-6,64.97E-9,74.87E-12,45.40E-6
629.9E-6,64.97E-9,73.44E-12,45.50E-6
629.9E-6,64.97E-9,72.46E-12,45.57E-6
630.0E-6,64.97E-9,71.49E-12,45.63E-6
630.0E-6,64.97E-9,71.03E-12,45.58E-6
630.1E-6,64.97E-9,70.57E-12,45.54E-6
630.1E-6,64.97E-9,70.10E-12,45.50E-6
630.2E-6,64.97E-9,69.16E-12,45.47E-6
630.2E-6,64.97E-9,68.20E-12,45.47E-6
630.3E-6,64.96E-9,67.12E-12,45.48E-6
630.4E-6,64.96E-9,65.79E-12,45.52E-6
630.6E-6,64.95E-9,64.27E-12,45.56E-6
630.8E-6,64.94E-9,63.30E-12,45.62E-6
631.2E-6,64.93E-9,64.23E-12,45.69E-6
631.7E-6,64.92E-9,68.51E-12,45.77E-6
632.3E-6,64.90E-9,79.94E-12,45.86E-6
633.3E-6,64.84E-9,112.2E-12,45.93E-6
634.3E-6,64.73E-9,185.0E-12,45.93E-6
635.3E-6,64.54E-9,329.3E-12,45.88E-6
636.2E-6,64.27E-9,564.3E-12,45.83E-6
636.9E-6,64.03E-9,811.9E-12,45.80E-6
637.6E-6,63.78E-9,1.103E-9,45.78E-6
638.1E-6,63.58E-9,1.347E-9,45.76E-6
638.8E-6,63.36E-9,1.597E-9,45.75E-6
639.5E-6,63.20E-9,1.775E-9,45.74E-6
639.6E-6,63.18E-9,1.790E-9,45.68E-6
639.6E-6,63.17E-9,1.806E-9,45.63E-6
639.8E-6,63.14E-9,1.830E-9,45.57E-6
639.9E-6,63.13E-9,1.850E-9,45.54E-6
639.9E-6,63.11E-9,1.863E-9,45.51E-6
640.0E-6,63.10E-9,1.875E-9,45.49E-6
640.0E-6,63.10E-9,1.880E-9,45.50E-6
640.1E-6,63.09E-9,1.885E-9,45.52E-6
640.1E-6,63.09E-9,1.891E-9,45.53E-6
640.2E-6,63.08E-9,1.902E-9,45.53E-6
640.2E-6,63.07E-9,1.913E-9,45.53E-6
640.3E-6,63.06E-9,1.926E-9,45.52E-6
640.4E-6,63.04E-9,1.942E-9,45.50E-6
640.6E-6,63.02E-9,1.966E-9,45.47E-6
640.8E-6,62.99E-9,1.993E-9,45.44E-6
641.1E-6,62.96E-9,2.027E-9,45.39E-6
641.5E-6,62.94E-9,2.050E-9,45.34E-6
642.1E-6,62.99E-9,2.016E-9,45.30E-6
643.1E-6,63.30E-9,1.749E-9,45.30E-6
644.1E-6,63.77E-9,1.306E-9,45.38E-6
645.1E-6,64.18E-9,904.6E-12,45.48E-6
646.1E-6,64.44E-9,638.4E-12,45.55E-6
647.1E-6,64.56E-9,492.0E-12,45.57E-6
648.1E-6,64.61E-9,419.3E-12,45.56E-6
649.1E-6,64.62E-9,391.9E-12,45.53E-6
649.5E-6,64.61E-9,389.9E-12,45.51E-6
649.6E-6,64.61E-9,390.1E-12,45.59E-6
649.6E-6,64.61E-9,390.4E-12,45.66E-6
649.7E-6,64.61E-9,391.0E-12,45.72E-6
649.8E-6,64.61E-9,391.6E-12,45.77E-6
649.9E-6,64.61E-9,392.2E-12,45.80E-6
650.0E-6,64.61E-9,392.9E-12,45.83E-6
650.0E-6,64.60E-9,393.2E-12,45.80E-6
650.1E-6,64.60E-9,393.5E-12,45.77E-6
650.1E-6,64.60E-9,393.8E-12,45.75E-6
650.2E-6,64.60E-9,394.5E-12,45.72E-6
650.2E-6,64.60E-9,395.2E-12,45.71E-6
650.3E-6,64.60E-9,396.1E-12,45.72E-6
650.5E-6,64.60E-9,397.4E-12,45.73E-6
650.6E-6,64.60E-9,399.4E-12,45.75E-6
650.9E-6,64.59E-9,402.2E-12,45.78E-6
651.3E-6,64.59E-9,407.2E-12,45.83E-6
651.8E-6,64.58E-9,415.3E-12,45.88E-6
652.7E-6,64.53E-9,447.5E-12,45.96E-6
653.7E-6,64.42E-9,539.8E-12,45.99E-6
654.7E-6,64.21E-9,718.9E-12,45.96E-6
655.7E-6,63.92E-9,994.2E-12,45.90E-6
656.7E-6,63.61E-9,1.322E-9,45.83E-6
657.6E-6,63.37E-9,1.591E-9,45.78E-6
658.5E-6,63.19E-9,1.786E-9,45.74E-6
659.5E-6,63.11E-9,1.885E-9,45.71E-6
659.5E-6,63.11E-9,1.887E-9,45.60E-6
659.6E-6,63.10E-9,1.889E-9,45.45E-6
659.7E-6,63.10E-9,1.894E-9,45.27E-6
659.8E-6,63.10E-9,1.896E-9,45.17E-6
659.9E-6,63.09E-9,1.898E-9,45.07E-6
659.9E-6,63.09E-9,1.899E-9,45.02E-6
660.0E-6,63.09E-9,1.899E-9,44.96E-6
660.0E-6,63.09E-9,1.899E-9,44.99E-6
660.0E-6,63.09E-9,1.898E-9,45.03E-6
660.1E-6,63.10E-9,1.898E-9,45.06E-6
660.1E-6,63.10E-9,1.897E-9,45.10E-6
660.2E-6,63.10E-9,1.894E-9,45.13E-6
660.2E-6,63.11E-9,1.889E-9,45.15E-6
660.3E-6,63.13E-9,1.880E-9,45.15E-6
660.4E-6,63.15E-9,1.863E-9,45.14E-6
660.5E-6,63.20E-9,1.829E-9,45.11E-6
660.7E-6,63.28E-9,1.768E-9,45.08E-6
660.9E-6,63.39E-9,1.671E-9,45.04E-6
661.2E-6,63.57E-9,1.509E-9,44.98E-6
661.6E-6,63.79E-9,1.292E-9,44.91E-6
662.1E-6,63.99E-9,1.083E-9,44.82E-6
662.8E-6,64.20E-9,866.0E-12,44.70E-6
663.7E-6,64.43E-9,641.3E-12,44.59E-6
664.7E-6,64.63E-9,446.9E-12,44.54E-6
665.7E-6,64.78E-9,303.6E-12,44.57E-6
666.7E-6,64.87E-9,206.1E-12,44.65E-6
667.7E-6,64.93E-9,144.6E-12,44.76E-6
668.7E-6,64.95E-9,106.6E-12,44.86E-6
669.5E-6,64.96E-9,86.07E-12,44.93E-6
669.6E-6,64.96E-9,84.90E-12,45.10E-6
669.6E-6,64.96E-9,83.33E-12,45.29E-6
669.8E-6,64.97E-9,80.90E-12,45.52E-6
669.9E-6,64.97E-9,79.28E-12,45.63E-6
669.9E-6,64.97E-9,78.17E-12,45.70E-6
670.0E-6,64.97E-9,77.13E-12,45.77E-6
670.0E-6,64.97E-9,76.70E-12,45.70E-6
670.1E-6,64.97E-9,76.26E-12,45.64E-6
670.1E-6,64.97E-9,75.80E-12,45.60E-6
670.1E-6,64.97E-9,74.90E-12,45.54E-6
670.2E-6,64.97E-9,73.97E-12,45.52E-6
670.3E-6,64.97E-9,72.92E-12,45.52E-6
670.4E-6,64.97E-9,71.60E-12,45.55E-6
670.5E-6,64.97E-9,69.77E-12,45.60E-6
670.7E-6,64.97E-9,67.47E-12,45.67E-6
671.0E-6,64.97E-9,64.71E-12,45.76E-6
671.3E-6,64.97E-9,61.18E-12,45.86E-6
671.8E-6,64.97E-9,57.08E-12,45.99E-6
672.5E-6,64.96E-9,53.82E-12,46.11E-6
673.4E-6,64.93E-9,57.86E-12,46.17E-6
674.4E-6,64.87E-9,82.79E-12,46.15E-6
675.4E-6,64.78E-9,145.5E-12,46.07E-6
676.3E-6,64.64E-9,244.9E-12,45.99E-6
677.2E-6,64.45E-9,402.4E-12,45.91E-6
678.2E-6,64.24E-9,625.4E-12,45.84E-6
679.0E-6,64.09E-9,810.3E-12,45.79E-6
679.5E-6,64.01E-9,925.7E-12,45.76E-6
679.6E-6,64.00E-9,937.6E-12,45.74E-6
679.6E-6,63.99E-9,951.5E-12,45.72E-6
679.7E-6,63.98E-9,969.9E-12,45.70E-6
679.8E-6,63.97E-9,987.1E-12,45.68E-6
679.9E-6,63.96E-9,1.003E-9,45.67E-6
680.0E-6,63.94E-9,1.020E-9,45.67E-6
680.0E-6,63.94E-9,1.027E-9,45.67E-6
680.1E-6,63.93E-9,1.034E-9,45.67E-6
680.1E-6,63.92E-9,1.042E-9,45.68E-6
680.2E-6,63.90E-9,1.057E-9,45.69E-6
680.2E-6,63.88E-9,1.075E-9,45.69E-6
680.3E-6,63.85E-9,1.101E-9,45.68E-6
680.4E-6,63.79E-9,1.143E-9,45.65E-6
680.6E-6,63.69E-9,1.220E-9,45.59E-6
680.8E-6,63.54E-9,1.351E-9,45.51E-6
681.2E-6,63.24E-9,1.629E-9,45.39E-6
681.6E-6,62.87E-9,1.996E-9,45.28E-6
682.0E-6,62.51E-9,2.400E-9,45.20E-6
682.5E-6,62.31E-9,2.646E-9,45.16E-6
683.0E-6,62.36E-9,2.660E-9,45.18E-6
684.0E-6,62.93E-9,2.154E-9,45.28E-6
684.8E-6,63.49E-9,1.611E-9,45.38E-6
685.5E-6,63.88E-9,1.213E-9,45.45E-6
686.2E-6,64.15E-9,925.0E-12,45.50E-6
687.1E-6,64.31E-9,739.7E-12,45.52E-6
688.1E-6,64.40E-9,630.2E-12,45.51E-6
689.1E-6,64.42E-9,587.6E-12,45.49E-6
689.5E-6,64.42E-9,582.9E-12,45.48E-6
689.6E-6,64.42E-9,583.1E-12,45.44E-6
689.6E-6,64.42E-9,582.9E-12,45.40E-6
689.7E-6,64.42E-9,583.1E-12,45.37E-6
689.8E-6,64.41E-9,583.3E-12,45.33E-6
689.9E-6,64.41E-9,583.8E-12,45.30E-6
689.9E-6,64.41E-9,584.1E-12,45.28E-6
690.0E-6,64.41E-9,584.5E-12,45.26E-6
690.0E-6,64.41E-9,584.7E-12,45.26E-6
690.1E-6,64.41E-9,584.9E-12,45.27E-6
690.1E-6,64.41E-9,585.0E-12,45.28E-6
690.1E-6,64.41E-9,585.4E-12,45.29E-6
690.2E-6,64.41E-9,585.7E-12,45.30E-6
690.3E-6,64.41E-9,585.9E-12,45.30E-6
690.3E-6,64.41E-9,586.0E-12,45.31E-6
690.5E-6,64.41E-9,585.5E-12,45.32E-6
690.6E-6,64.42E-9,583.6E-12,45.33E-6
690.8E-6,64.43E-9,579.2E-12,45.35E-6
691.1E-6,64.44E-9,570.4E-12,45.37E-6
691.5E-6,64.46E-9,555.5E-12,45.40E-6
692.0E-6,64.48E-9,537.4E-12,45.43E-6
692.7E-6,64.48E-9,524.9E-12,45.45E-6
693.7E-6,64.44E-9,546.9E-12,45.45E-6
694.7E-6,64.34E-9,627.4E-12,45.44E-6
695.7E-6,64.18E-9,767.6E-12,45.42E-6
696.7E-6,64.00E-9,949.8E-12,45.43E-6
697.7E-6,63.83E-9,1.133E-9,45.47E-6
698.7E-6,63.71E-9,1.269E-9,45.52E-6
699.5E-6,63.66E-9,1.333E-9,45.56E-6
699.6E-6,63.66E-9,1.336E-9,45.45E-6
699.7E-6,63.65E-9,1.339E-9,45.35E-6
699.8E-6,63.65E-9,1.344E-9,45.23E-6
699.9E-6,63.65E-9,1.346E-9,45.16E-6
700.0E-6,63.65E-9,1.347E-9,45.09E-6
700.0E-6,63.65E-9,1.347E-9,45.13E-6
700.1E-6,63.65E-9,1.347E-9,45.16E-6
700.1E-6,63.65E-9,1.346E-9,45.19E-6
700.2E-6,63.66E-9,1.343E-9,45.22E-6
700.3E-6,63.67E-9,1.338E-9,45.23E-6
700.4E-6,63.68E-9,1.329E-9,45.22E-6
700.5E-6,63.71E-9,1.310E-9,45.22E-6
700.7E-6,63.77E-9,1.268E-9,45.20E-6
700.9E-6,63.86E-9,1.195E-9,45.19E-6
701.3E-6,64.02E-9,1.059E-9,45.16E-6
701.8E-6,64.19E-9,889.8E-12,45.12E-6
702.4E-6,64.35E-9,723.5E-12,45.06E-6
703.0E-6,64.46E-9,594.8E-12,44.98E-6
703.9E-6,64.58E-9,469.6E-12,44.89E-6
704.9E-6,64.70E-9,355.2E-12,44.85E-6
705.9E-6,64.81E-9,258.5E-12,44.85E-6
706.9E-6,64.89E-9,184.0E-12,44.89E-6
707.9E-6,64.93E-9,132.9E-12,44.95E-6
708.9E-6,64.96E-9,100.1E-12,44.99E-6
709.5E-6,64.96E-9,87.30E-12,45.01E-6
709.5E-6,65.05E-9,82.35E-12,45.72E-6
709.6E-6,65.17E-9,76.36E-12,46.57E-6
709.7E-6,65.14E-9,76.17E-12,47.17E-6
709.7E-6,65.04E-9,77.22E-12,47.58E-6
709.8E-6,64.98E-9,76.15E-12,47.96E-6
709.9E-6,64.95E-9,72.18E-12,48.40E-6
709.9E-6,64.89E-9,66.47E-12,48.78E-6
710.0E-6,64.75E-9,56.75E-12,49.17E-6
710.0E-6,64.65E-9,55.61E-12,48.77E-6
710.0E-6,64.52E-9,56.55E-12,48.42E-6
710.1E-6,64.41E-9,57.63E-12,48.12E-6
710.1E-6,64.44E-9,59.32E-12,47.82E-6
710.2E-6,64.57E-9,67.40E-12,47.66E-6
710.2E-6,64.65E-9,88.91E-12,47.58E-6
710.3E-6,64.60E-9,132.7E-12,47.55E-6
710.4E-6,64.43E-9,221.8E-12,47.54E-6
710.5E-6,64.08E-9,437.5E-12,47.53E-6
710.7E-6,63.33E-9,934.8E-12,47.49E-6
710.8E-6,62.20E-9,1.707E-9,47.45E-6
