time (s),leafValue( IT("/I0/Iout1") "Design_Point" 1 ) (A),leafValue( IT("/I0/Iout2") "Design_Point" 1 ) (A),leafValue( getData(":pwr" ?result "tran") "Design_Point" 1 ) (W)
464.0E-6,15.56E-9,572.7E-12,11.85E-6
464.9E-6,15.75E-9,349.4E-12,11.89E-6
465.9E-6,15.85E-9,230.9E-12,11.94E-6
466.9E-6,15.89E-9,170.3E-12,11.97E-6
467.9E-6,15.90E-9,137.5E-12,12.00E-6
468.9E-6,15.91E-9,119.3E-12,12.02E-6
469.5E-6,15.91E-9,112.8E-12,12.03E-6
469.5E-6,15.91E-9,112.5E-12,12.06E-6
469.6E-6,15.91E-9,112.0E-12,12.11E-6
469.7E-6,15.91E-9,111.2E-12,12.17E-6
469.8E-6,15.91E-9,110.6E-12,12.20E-6
469.9E-6,15.91E-9,110.1E-12,12.23E-6
469.9E-6,15.91E-9,109.8E-12,12.23E-6
470.0E-6,15.91E-9,109.5E-12,12.24E-6
470.0E-6,15.91E-9,109.4E-12,12.22E-6
470.0E-6,15.91E-9,109.3E-12,12.20E-6
470.1E-6,15.91E-9,109.2E-12,12.18E-6
470.1E-6,15.91E-9,108.9E-12,12.14E-6
470.2E-6,15.91E-9,108.6E-12,12.11E-6
470.3E-6,15.91E-9,108.4E-12,12.09E-6
470.3E-6,15.91E-9,108.0E-12,12.08E-6
470.4E-6,15.91E-9,107.7E-12,12.08E-6
470.6E-6,15.91E-9,107.3E-12,12.09E-6
470.8E-6,15.91E-9,106.9E-12,12.11E-6
471.0E-6,15.90E-9,106.7E-12,12.13E-6
471.3E-6,15.90E-9,106.8E-12,12.15E-6
471.6E-6,15.90E-9,107.8E-12,12.15E-6
472.0E-6,15.89E-9,110.5E-12,12.15E-6
472.5E-6,15.87E-9,117.9E-12,12.15E-6
473.3E-6,15.84E-9,136.4E-12,12.13E-6
474.2E-6,15.78E-9,175.1E-12,12.11E-6
475.2E-6,15.69E-9,242.4E-12,12.07E-6
476.2E-6,15.58E-9,338.4E-12,12.03E-6
477.2E-6,15.46E-9,457.6E-12,12.00E-6
478.2E-6,15.36E-9,581.6E-12,11.96E-6
479.1E-6,15.29E-9,671.4E-12,11.94E-6
479.5E-6,15.28E-9,699.1E-12,11.93E-6
479.5E-6,15.27E-9,701.6E-12,11.89E-6
479.6E-6,15.27E-9,704.7E-12,11.83E-6
479.7E-6,15.27E-9,708.7E-12,11.77E-6
479.8E-6,15.27E-9,713.1E-12,11.70E-6
479.9E-6,15.26E-9,717.1E-12,11.64E-6
479.9E-6,15.26E-9,719.3E-12,11.61E-6
480.0E-6,15.26E-9,721.3E-12,11.58E-6
480.0E-6,15.26E-9,722.1E-12,11.58E-6
480.0E-6,15.26E-9,722.8E-12,11.58E-6
480.1E-6,15.26E-9,723.5E-12,11.59E-6
480.1E-6,15.26E-9,724.9E-12,11.61E-6
480.2E-6,15.26E-9,726.8E-12,11.64E-6
480.3E-6,15.26E-9,728.5E-12,11.67E-6
480.4E-6,15.26E-9,730.0E-12,11.70E-6
480.5E-6,15.26E-9,731.4E-12,11.72E-6
480.6E-6,15.26E-9,732.6E-12,11.73E-6
480.8E-6,15.26E-9,733.4E-12,11.73E-6
481.0E-6,15.26E-9,732.7E-12,11.71E-6
481.2E-6,15.27E-9,729.3E-12,11.70E-6
481.6E-6,15.28E-9,718.5E-12,11.68E-6
482.1E-6,15.32E-9,692.9E-12,11.67E-6
482.7E-6,15.37E-9,647.3E-12,11.66E-6
483.4E-6,15.48E-9,563.2E-12,11.66E-6
484.4E-6,15.62E-9,438.9E-12,11.68E-6
485.4E-6,15.74E-9,327.3E-12,11.70E-6
486.4E-6,15.82E-9,241.3E-12,11.73E-6
487.4E-6,15.88E-9,180.5E-12,11.76E-6
488.4E-6,15.91E-9,139.2E-12,11.79E-6
489.4E-6,15.93E-9,111.2E-12,11.81E-6
489.5E-6,15.94E-9,109.1E-12,11.82E-6
489.5E-6,15.94E-9,108.6E-12,11.83E-6
489.6E-6,15.94E-9,107.6E-12,11.86E-6
489.6E-6,15.94E-9,106.9E-12,11.89E-6
489.7E-6,15.94E-9,105.5E-12,11.93E-6
489.7E-6,15.94E-9,104.1E-12,11.97E-6
489.8E-6,15.94E-9,102.8E-12,11.99E-6
489.9E-6,15.94E-9,101.2E-12,12.01E-6
490.0E-6,15.94E-9,99.06E-12,12.03E-6
490.0E-6,15.94E-9,99.02E-12,12.03E-6
490.0E-6,15.94E-9,98.92E-12,12.03E-6
490.0E-6,15.94E-9,98.87E-12,12.03E-6
490.0E-6,15.94E-9,98.59E-12,12.02E-6
490.0E-6,15.94E-9,98.66E-12,12.01E-6
490.0E-6,15.94E-9,98.18E-12,12.00E-6
490.1E-6,15.94E-9,97.49E-12,11.97E-6
490.1E-6,15.94E-9,96.67E-12,11.94E-6
490.2E-6,15.94E-9,95.71E-12,11.92E-6
490.3E-6,15.95E-9,94.62E-12,11.90E-6
490.3E-6,15.95E-9,93.27E-12,11.89E-6
490.4E-6,15.95E-9,91.52E-12,11.89E-6
490.6E-6,15.95E-9,89.33E-12,11.90E-6
490.8E-6,15.95E-9,86.79E-12,11.91E-6
491.0E-6,15.95E-9,83.92E-12,11.93E-6
491.3E-6,15.95E-9,80.53E-12,11.95E-6
491.6E-6,15.95E-9,76.85E-12,11.96E-6
492.1E-6,15.95E-9,73.73E-12,11.96E-6
492.7E-6,15.94E-9,72.65E-12,11.96E-6
493.4E-6,15.92E-9,76.73E-12,11.95E-6
494.4E-6,15.88E-9,93.28E-12,11.93E-6
495.4E-6,15.83E-9,124.9E-12,11.91E-6
496.4E-6,15.77E-9,172.1E-12,11.89E-6
497.4E-6,15.70E-9,231.3E-12,11.87E-6
498.4E-6,15.64E-9,295.7E-12,11.86E-6
499.4E-6,15.59E-9,357.0E-12,11.84E-6
499.5E-6,15.59E-9,361.1E-12,11.84E-6
499.6E-6,15.58E-9,364.2E-12,11.83E-6
499.6E-6,15.58E-9,367.1E-12,11.83E-6
499.7E-6,15.58E-9,369.7E-12,11.82E-6
499.8E-6,15.58E-9,374.8E-12,11.80E-6
499.9E-6,15.58E-9,381.1E-12,11.79E-6
500.0E-6,15.57E-9,387.1E-12,11.77E-6
500.1E-6,15.57E-9,390.0E-12,11.77E-6
500.1E-6,15.57E-9,392.6E-12,11.77E-6
500.2E-6,15.57E-9,395.4E-12,11.78E-6
500.3E-6,15.57E-9,401.0E-12,11.79E-6
500.4E-6,15.56E-9,407.1E-12,11.80E-6
500.6E-6,15.56E-9,414.3E-12,11.81E-6
500.8E-6,15.55E-9,423.9E-12,11.81E-6
501.1E-6,15.53E-9,438.0E-12,11.80E-6
501.5E-6,15.52E-9,456.2E-12,11.80E-6
502.0E-6,15.49E-9,482.5E-12,11.79E-6
502.8E-6,15.47E-9,509.5E-12,11.78E-6
503.7E-6,15.48E-9,515.4E-12,11.78E-6
504.7E-6,15.54E-9,480.9E-12,11.78E-6
505.7E-6,15.62E-9,416.8E-12,11.79E-6
506.7E-6,15.70E-9,344.5E-12,11.80E-6
507.7E-6,15.77E-9,279.4E-12,11.81E-6
508.7E-6,15.82E-9,227.5E-12,11.82E-6
509.5E-6,15.84E-9,195.0E-12,11.83E-6
509.5E-6,15.89E-9,190.9E-12,12.02E-6
509.6E-6,16.03E-9,181.1E-12,12.35E-6
509.7E-6,16.15E-9,176.5E-12,12.83E-6
509.8E-6,16.06E-9,179.7E-12,13.10E-6
509.8E-6,15.92E-9,181.0E-12,13.31E-6
509.9E-6,15.80E-9,179.7E-12,13.51E-6
510.0E-6,15.72E-9,179.6E-12,13.65E-6
510.0E-6,15.67E-9,181.8E-12,13.53E-6
510.0E-6,15.60E-9,186.3E-12,13.40E-6
510.1E-6,15.49E-9,193.9E-12,13.27E-6
510.1E-6,15.31E-9,209.4E-12,13.02E-6
510.2E-6,15.27E-9,230.8E-12,12.84E-6
510.2E-6,15.34E-9,267.5E-12,12.69E-6
510.3E-6,15.40E-9,330.5E-12,12.57E-6
510.4E-6,15.34E-9,429.3E-12,12.48E-6
510.5E-6,15.15E-9,570.3E-12,12.42E-6
510.7E-6,14.84E-9,789.3E-12,12.40E-6
510.9E-6,14.33E-9,1.187E-9,12.39E-6
511.1E-6,13.56E-9,1.890E-9,12.40E-6
511.4E-6,12.72E-9,2.815E-9,12.40E-6
511.6E-6,12.06E-9,3.628E-9,12.41E-6
511.7E-6,11.37E-9,4.442E-9,12.41E-6
512.0E-6,10.36E-9,5.560E-9,12.42E-6
512.2E-6,9.376E-9,6.589E-9,12.42E-6
512.5E-6,8.496E-9,7.490E-9,12.42E-6
512.8E-6,7.488E-9,8.523E-9,12.42E-6
513.2E-6,6.157E-9,9.883E-9,12.42E-6
513.8E-6,4.677E-9,11.39E-9,12.42E-6
514.6E-6,3.323E-9,12.76E-9,12.42E-6
515.4E-6,2.176E-9,13.92E-9,12.42E-6
516.4E-6,1.269E-9,14.84E-9,12.41E-6
517.4E-6,719.5E-12,15.40E-9,12.40E-6
518.4E-6,406.3E-12,15.71E-9,12.38E-6
519.4E-6,236.0E-12,15.87E-9,12.36E-6
519.5E-6,224.2E-12,15.88E-9,12.36E-6
519.5E-6,222.5E-12,15.88E-9,12.24E-6
519.6E-6,221.5E-12,15.80E-9,12.02E-6
519.6E-6,219.5E-12,15.69E-9,11.85E-6
519.7E-6,209.3E-12,15.54E-9,11.60E-6
519.7E-6,198.1E-12,15.47E-9,11.36E-6
519.8E-6,195.9E-12,15.50E-9,11.13E-6
519.9E-6,210.2E-12,15.55E-9,10.88E-6
520.0E-6,243.1E-12,15.57E-9,10.63E-6
520.0E-6,244.0E-12,15.57E-9,10.63E-6
520.0E-6,243.6E-12,15.57E-9,10.63E-6
520.0E-6,248.4E-12,15.57E-9,10.63E-6
520.0E-6,251.5E-12,15.57E-9,10.63E-6
520.0E-6,256.4E-12,15.55E-9,10.64E-6
520.0E-6,261.6E-12,15.53E-9,10.66E-6
520.1E-6,267.4E-12,15.59E-9,10.72E-6
520.1E-6,281.1E-12,15.78E-9,10.81E-6
520.2E-6,310.4E-12,15.92E-9,10.91E-6
520.2E-6,352.1E-12,15.86E-9,11.02E-6
520.3E-6,398.1E-12,15.64E-9,11.13E-6
520.4E-6,454.6E-12,15.40E-9,11.22E-6
520.5E-6,535.4E-12,15.22E-9,11.31E-6
520.6E-6,635.3E-12,15.09E-9,11.36E-6
520.8E-6,778.8E-12,14.92E-9,11.41E-6
520.9E-6,972.3E-12,14.71E-9,11.43E-6
521.1E-6,1.236E-9,14.43E-9,11.44E-6
521.4E-6,1.605E-9,14.09E-9,11.43E-6
521.6E-6,2.090E-9,13.67E-9,11.42E-6
521.9E-6,2.623E-9,13.21E-9,11.41E-6
522.3E-6,3.308E-9,12.59E-9,11.40E-6
522.7E-6,4.182E-9,11.76E-9,11.39E-6
523.1E-6,4.934E-9,11.02E-9,11.39E-6
523.6E-6,5.797E-9,10.17E-9,11.38E-6
524.3E-6,6.992E-9,8.995E-9,11.38E-6
525.2E-6,8.526E-9,7.481E-9,11.38E-6
526.2E-6,10.07E-9,5.955E-9,11.39E-6
527.2E-6,11.39E-9,4.643E-9,11.39E-6
528.2E-6,12.50E-9,3.549E-9,11.39E-6
529.2E-6,13.40E-9,2.656E-9,11.40E-6
529.5E-6,13.65E-9,2.401E-9,11.40E-6
529.6E-6,13.71E-9,2.351E-9,11.43E-6
529.7E-6,13.77E-9,2.292E-9,11.47E-6
529.7E-6,13.83E-9,2.233E-9,11.51E-6
529.8E-6,13.90E-9,2.158E-9,11.54E-6
529.9E-6,13.96E-9,2.106E-9,11.56E-6
530.0E-6,14.01E-9,2.055E-9,11.57E-6
530.0E-6,14.03E-9,2.032E-9,11.55E-6
530.1E-6,14.05E-9,2.011E-9,11.54E-6
530.1E-6,14.08E-9,1.988E-9,11.53E-6
530.2E-6,14.12E-9,1.944E-9,11.50E-6
530.3E-6,14.17E-9,1.893E-9,11.49E-6
530.4E-6,14.23E-9,1.838E-9,11.48E-6
530.5E-6,14.29E-9,1.773E-9,11.48E-6
530.6E-6,14.37E-9,1.690E-9,11.49E-6
530.8E-6,14.47E-9,1.593E-9,11.50E-6
531.1E-6,14.57E-9,1.482E-9,11.51E-6
531.5E-6,14.69E-9,1.360E-9,11.51E-6
532.0E-6,14.81E-9,1.232E-9,11.52E-6
532.7E-6,14.94E-9,1.095E-9,11.52E-6
533.6E-6,15.09E-9,939.1E-12,11.53E-6
534.6E-6,15.23E-9,799.1E-12,11.54E-6
535.6E-6,15.37E-9,666.3E-12,11.55E-6
536.6E-6,15.50E-9,542.0E-12,11.57E-6
537.6E-6,15.62E-9,432.1E-12,11.60E-6
538.6E-6,15.71E-9,340.5E-12,11.62E-6
539.5E-6,15.77E-9,276.7E-12,11.65E-6
539.5E-6,15.82E-9,271.5E-12,11.82E-6
539.6E-6,15.96E-9,260.1E-12,12.12E-6
539.7E-6,16.09E-9,252.4E-12,12.54E-6
539.8E-6,16.01E-9,253.4E-12,12.77E-6
539.8E-6,15.87E-9,253.0E-12,12.95E-6
539.9E-6,15.75E-9,251.2E-12,13.12E-6
540.0E-6,15.66E-9,252.8E-12,13.24E-6
540.0E-6,15.62E-9,255.9E-12,13.13E-6
540.0E-6,15.55E-9,261.7E-12,13.02E-6
540.1E-6,15.43E-9,271.1E-12,12.90E-6
540.1E-6,15.24E-9,292.0E-12,12.69E-6
540.2E-6,15.17E-9,321.2E-12,12.52E-6
540.2E-6,15.21E-9,369.4E-12,12.39E-6
540.3E-6,15.24E-9,450.8E-12,12.28E-6
540.4E-6,15.14E-9,580.3E-12,12.21E-6
540.5E-6,14.88E-9,776.1E-12,12.16E-6
540.7E-6,14.48E-9,1.084E-9,12.14E-6
540.9E-6,13.79E-9,1.663E-9,12.13E-6
541.1E-6,12.71E-9,2.746E-9,12.13E-6
541.3E-6,11.79E-9,3.803E-9,12.14E-6
541.5E-6,10.97E-9,4.780E-9,12.15E-6
541.7E-6,9.994E-9,5.889E-9,12.16E-6
541.9E-6,8.789E-9,7.180E-9,12.17E-6
542.1E-6,7.701E-9,8.311E-9,12.18E-6
542.4E-6,6.600E-9,9.445E-9,12.19E-6
542.7E-6,5.350E-9,10.73E-9,12.20E-6
543.1E-6,3.982E-9,12.12E-9,12.21E-6
543.7E-6,2.834E-9,13.28E-9,12.23E-6
544.3E-6,1.939E-9,14.18E-9,12.24E-6
545.1E-6,1.268E-9,14.84E-9,12.26E-6
546.1E-6,764.0E-12,15.34E-9,12.28E-6
547.1E-6,470.9E-12,15.63E-9,12.29E-6
548.1E-6,299.5E-12,15.79E-9,12.30E-6
549.1E-6,196.0E-12,15.89E-9,12.30E-6
549.5E-6,165.8E-12,15.92E-9,12.30E-6
549.5E-6,165.2E-12,15.88E-9,12.29E-6
549.6E-6,164.2E-12,15.76E-9,12.29E-6
549.7E-6,156.0E-12,15.59E-9,12.30E-6
549.7E-6,147.1E-12,15.52E-9,12.32E-6
549.8E-6,146.2E-12,15.55E-9,12.34E-6
549.9E-6,158.6E-12,15.62E-9,12.37E-6
550.0E-6,181.4E-12,15.66E-9,12.39E-6
550.0E-6,189.1E-12,15.66E-9,12.38E-6
550.0E-6,195.3E-12,15.67E-9,12.38E-6
550.1E-6,198.8E-12,15.73E-9,12.38E-6
550.1E-6,212.3E-12,15.94E-9,12.39E-6
550.2E-6,240.1E-12,16.03E-9,12.40E-6
550.3E-6,276.9E-12,15.93E-9,12.41E-6
550.3E-6,317.6E-12,15.71E-9,12.41E-6
550.4E-6,368.9E-12,15.48E-9,12.41E-6
550.5E-6,441.6E-12,15.34E-9,12.40E-6
550.7E-6,519.7E-12,15.25E-9,12.40E-6
550.8E-6,632.2E-12,15.13E-9,12.40E-6
551.1E-6,818.8E-12,14.94E-9,12.41E-6
551.4E-6,1.049E-9,14.73E-9,12.41E-6
551.7E-6,1.235E-9,14.61E-9,12.41E-6
552.0E-6,1.369E-9,14.55E-9,12.40E-6
552.4E-6,1.437E-9,14.55E-9,12.39E-6
553.0E-6,1.368E-9,14.67E-9,12.38E-6
553.5E-6,1.227E-9,14.83E-9,12.36E-6
554.0E-6,1.052E-9,15.02E-9,12.34E-6
554.6E-6,843.7E-12,15.23E-9,12.32E-6
555.4E-6,615.2E-12,15.47E-9,12.30E-6
556.4E-6,410.3E-12,15.67E-9,12.26E-6
557.4E-6,278.6E-12,15.80E-9,12.23E-6
558.4E-6,196.0E-12,15.87E-9,12.19E-6
559.4E-6,143.8E-12,15.91E-9,12.15E-6
559.5E-6,138.4E-12,15.92E-9,12.15E-6
559.5E-6,136.9E-12,15.92E-9,12.11E-6
559.6E-6,135.0E-12,15.92E-9,12.07E-6
559.6E-6,133.5E-12,15.92E-9,12.04E-6
559.7E-6,131.2E-12,15.91E-9,11.99E-6
559.8E-6,128.7E-12,15.89E-9,11.95E-6
559.9E-6,125.9E-12,15.88E-9,11.90E-6
560.0E-6,122.6E-12,15.86E-9,11.86E-6
560.0E-6,121.8E-12,15.86E-9,11.85E-6
560.0E-6,121.4E-12,15.86E-9,11.86E-6
560.0E-6,120.9E-12,15.86E-9,11.86E-6
560.1E-6,120.5E-12,15.86E-9,11.87E-6
560.1E-6,119.7E-12,15.86E-9,11.88E-6
560.2E-6,118.3E-12,15.87E-9,11.91E-6
560.2E-6,116.8E-12,15.88E-9,11.94E-6
560.3E-6,115.1E-12,15.89E-9,11.96E-6
560.4E-6,113.5E-12,15.91E-9,11.98E-6
560.5E-6,112.3E-12,15.92E-9,11.99E-6
560.6E-6,111.7E-12,15.91E-9,12.00E-6
560.8E-6,112.0E-12,15.90E-9,12.00E-6
560.9E-6,113.2E-12,15.89E-9,12.00E-6
561.2E-6,116.6E-12,15.89E-9,12.01E-6
561.6E-6,122.3E-12,15.88E-9,12.02E-6
562.0E-6,130.9E-12,15.86E-9,12.03E-6
562.6E-6,145.2E-12,15.84E-9,12.04E-6
563.6E-6,165.9E-12,15.82E-9,12.04E-6
564.6E-6,180.2E-12,15.80E-9,12.03E-6
565.6E-6,187.6E-12,15.80E-9,12.02E-6
566.6E-6,189.5E-12,15.80E-9,12.01E-6
567.6E-6,187.7E-12,15.81E-9,12.00E-6
568.6E-6,183.8E-12,15.82E-9,11.99E-6
569.5E-6,179.7E-12,15.82E-9,11.98E-6
569.5E-6,179.5E-12,15.82E-9,11.88E-6
569.6E-6,179.2E-12,15.82E-9,11.72E-6
569.7E-6,178.6E-12,15.83E-9,11.46E-6
569.8E-6,178.1E-12,15.83E-9,11.28E-6
569.9E-6,177.7E-12,15.83E-9,11.12E-6
569.9E-6,177.5E-12,15.82E-9,11.04E-6
570.0E-6,177.2E-12,15.82E-9,10.95E-6
570.0E-6,177.1E-12,15.82E-9,10.95E-6
570.0E-6,177.1E-12,15.82E-9,10.94E-6
570.1E-6,177.0E-12,15.82E-9,10.94E-6
570.1E-6,176.8E-12,15.82E-9,10.96E-6
570.2E-6,176.6E-12,15.82E-9,11.02E-6
570.3E-6,176.4E-12,15.82E-9,11.09E-6
570.4E-6,176.2E-12,15.82E-9,11.15E-6
570.4E-6,176.2E-12,15.82E-9,11.22E-6
570.6E-6,176.2E-12,15.82E-9,11.28E-6
570.7E-6,176.6E-12,15.81E-9,11.33E-6
570.9E-6,177.4E-12,15.81E-9,11.36E-6
571.0E-6,178.9E-12,15.81E-9,11.37E-6
571.3E-6,181.8E-12,15.80E-9,11.37E-6
571.6E-6,187.3E-12,15.79E-9,11.34E-6
571.9E-6,196.3E-12,15.77E-9,11.32E-6
572.3E-6,211.6E-12,15.75E-9,11.29E-6
572.8E-6,241.1E-12,15.71E-9,11.27E-6
573.4E-6,299.4E-12,15.63E-9,11.26E-6
574.1E-6,401.1E-12,15.50E-9,11.26E-6
575.0E-6,609.6E-12,15.27E-9,11.27E-6
576.0E-6,1.027E-9,14.84E-9,11.28E-6
577.0E-6,1.725E-9,14.16E-9,11.30E-6
577.9E-6,2.591E-9,13.32E-9,11.33E-6
578.9E-6,3.934E-9,12.00E-9,11.36E-6
579.5E-6,5.002E-9,10.95E-9,11.39E-6
579.6E-6,5.123E-9,10.83E-9,11.36E-6
579.7E-6,5.280E-9,10.68E-9,11.33E-6
579.8E-6,5.503E-9,10.46E-9,11.30E-6
579.9E-6,5.740E-9,10.22E-9,11.27E-6
580.0E-6,5.914E-9,10.05E-9,11.25E-6
580.0E-6,5.983E-9,9.983E-9,11.26E-6
580.1E-6,6.054E-9,9.913E-9,11.27E-6
580.1E-6,6.130E-9,9.838E-9,11.28E-6
580.2E-6,6.282E-9,9.687E-9,11.30E-6
580.3E-6,6.459E-9,9.511E-9,11.32E-6
580.4E-6,6.653E-9,9.320E-9,11.33E-6
580.5E-6,6.892E-9,9.084E-9,11.34E-6
580.7E-6,7.214E-9,8.768E-9,11.35E-6
580.9E-6,7.659E-9,8.330E-9,11.36E-6
581.1E-6,8.224E-9,7.775E-9,11.36E-6
581.5E-6,9.080E-9,6.934E-9,11.38E-6
582.0E-6,10.36E-9,5.682E-9,11.41E-6
582.6E-6,11.75E-9,4.317E-9,11.44E-6
583.5E-6,13.42E-9,2.690E-9,11.50E-6
584.5E-6,14.61E-9,1.518E-9,11.56E-6
585.5E-6,15.25E-9,865.8E-12,11.61E-6
586.5E-6,15.58E-9,521.1E-12,11.66E-6
587.5E-6,15.75E-9,336.1E-12,11.71E-6
588.5E-6,15.84E-9,233.3E-12,11.75E-6
589.5E-6,15.88E-9,173.4E-12,11.78E-6
589.6E-6,15.89E-9,170.7E-12,11.81E-6
589.6E-6,15.89E-9,167.1E-12,11.85E-6
589.8E-6,15.89E-9,161.0E-12,11.91E-6
589.9E-6,15.90E-9,156.7E-12,11.95E-6
590.0E-6,15.90E-9,153.1E-12,11.98E-6
590.0E-6,15.90E-9,151.9E-12,11.97E-6
590.1E-6,15.90E-9,150.7E-12,11.96E-6
590.1E-6,15.90E-9,149.4E-12,11.95E-6
590.2E-6,15.90E-9,146.8E-12,11.93E-6
590.3E-6,15.91E-9,144.0E-12,11.91E-6
590.4E-6,15.91E-9,140.9E-12,11.90E-6
590.5E-6,15.91E-9,137.4E-12,11.89E-6
590.6E-6,15.91E-9,133.1E-12,11.88E-6
590.8E-6,15.92E-9,127.7E-12,11.88E-6
591.1E-6,15.92E-9,121.7E-12,11.89E-6
591.4E-6,15.92E-9,114.9E-12,11.91E-6
591.9E-6,15.93E-9,106.7E-12,11.92E-6
592.5E-6,15.94E-9,96.42E-12,11.95E-6
593.3E-6,15.94E-9,87.16E-12,11.97E-6
594.3E-6,15.94E-9,78.48E-12,11.99E-6
595.3E-6,15.95E-9,72.26E-12,12.01E-6
596.3E-6,15.95E-9,68.02E-12,12.03E-6
597.3E-6,15.94E-9,65.83E-12,12.04E-6
598.3E-6,15.94E-9,65.58E-12,12.04E-6
599.3E-6,15.93E-9,66.92E-12,12.04E-6
599.5E-6,15.93E-9,67.30E-12,12.04E-6
599.5E-6,15.93E-9,67.40E-12,12.03E-6
599.6E-6,15.93E-9,67.55E-12,12.02E-6
599.7E-6,15.93E-9,67.68E-12,12.01E-6
599.8E-6,15.93E-9,67.94E-12,11.98E-6
599.9E-6,15.93E-9,68.21E-12,11.96E-6
600.0E-6,15.93E-9,68.49E-12,11.93E-6
600.0E-6,15.93E-9,68.60E-12,11.92E-6
600.1E-6,15.93E-9,68.68E-12,11.91E-6
600.1E-6,15.93E-9,68.78E-12,11.91E-6
600.2E-6,15.93E-9,68.97E-12,11.91E-6
600.3E-6,15.93E-9,69.24E-12,11.92E-6
600.4E-6,15.93E-9,69.54E-12,11.93E-6
600.5E-6,15.93E-9,69.99E-12,11.95E-6
600.7E-6,15.93E-9,70.56E-12,11.96E-6
600.9E-6,15.92E-9,71.47E-12,11.97E-6
601.1E-6,15.92E-9,72.94E-12,11.98E-6
601.4E-6,15.91E-9,75.22E-12,11.97E-6
601.8E-6,15.90E-9,79.19E-12,11.96E-6
602.3E-6,15.89E-9,86.14E-12,11.95E-6
602.9E-6,15.87E-9,98.07E-12,11.93E-6
603.7E-6,15.85E-9,116.2E-12,11.91E-6
604.7E-6,15.82E-9,141.4E-12,11.89E-6
605.7E-6,15.80E-9,164.3E-12,11.87E-6
606.7E-6,15.79E-9,181.1E-12,11.86E-6
607.7E-6,15.79E-9,190.0E-12,11.86E-6
608.7E-6,15.80E-9,191.4E-12,11.86E-6
609.5E-6,15.81E-9,187.9E-12,11.86E-6
609.5E-6,15.81E-9,187.6E-12,11.89E-6
609.6E-6,15.81E-9,187.1E-12,11.96E-6
609.7E-6,15.82E-9,186.4E-12,12.06E-6
609.8E-6,15.82E-9,185.7E-12,12.13E-6
609.9E-6,15.82E-9,185.0E-12,12.18E-6
609.9E-6,15.82E-9,184.5E-12,12.21E-6
610.0E-6,15.82E-9,183.9E-12,12.24E-6
610.0E-6,15.82E-9,183.7E-12,12.22E-6
610.0E-6,15.82E-9,183.5E-12,12.21E-6
610.1E-6,15.82E-9,183.3E-12,12.18E-6
610.1E-6,15.82E-9,182.8E-12,12.15E-6
610.2E-6,15.83E-9,182.2E-12,12.11E-6
610.2E-6,15.83E-9,181.6E-12,12.07E-6
610.3E-6,15.83E-9,180.8E-12,12.04E-6
610.4E-6,15.83E-9,179.8E-12,12.02E-6
610.6E-6,15.83E-9,178.5E-12,12.01E-6
610.7E-6,15.83E-9,177.2E-12,12.00E-6
610.9E-6,15.83E-9,175.3E-12,12.00E-6
611.2E-6,15.84E-9,173.1E-12,12.01E-6
611.5E-6,15.84E-9,170.6E-12,12.01E-6
612.0E-6,15.84E-9,167.8E-12,12.02E-6
612.6E-6,15.84E-9,165.6E-12,12.03E-6
613.4E-6,15.84E-9,165.1E-12,12.04E-6
614.4E-6,15.83E-9,167.8E-12,12.04E-6
615.4E-6,15.82E-9,175.4E-12,12.05E-6
616.4E-6,15.80E-9,189.3E-12,12.05E-6
617.4E-6,15.77E-9,211.4E-12,12.05E-6
618.4E-6,15.73E-9,242.9E-12,12.04E-6
619.4E-6,15.68E-9,285.2E-12,12.04E-6
619.5E-6,15.67E-9,289.3E-12,12.04E-6
619.5E-6,15.67E-9,290.5E-12,12.01E-6
619.6E-6,15.67E-9,292.7E-12,11.96E-6
619.6E-6,15.67E-9,294.4E-12,11.93E-6
619.7E-6,15.67E-9,297.7E-12,11.86E-6
619.7E-6,15.66E-9,301.7E-12,11.79E-6
619.8E-6,15.65E-9,306.7E-12,11.71E-6
619.9E-6,15.65E-9,312.6E-12,11.63E-6
620.0E-6,15.64E-9,315.5E-12,11.60E-6
620.0E-6,15.64E-9,316.7E-12,11.59E-6
620.0E-6,15.64E-9,318.1E-12,11.59E-6
620.1E-6,15.64E-9,319.4E-12,11.59E-6
620.1E-6,15.63E-9,322.0E-12,11.60E-6
620.2E-6,15.63E-9,326.3E-12,11.62E-6
620.3E-6,15.62E-9,331.2E-12,11.65E-6
620.4E-6,15.62E-9,336.7E-12,11.67E-6
620.5E-6,15.61E-9,342.7E-12,11.70E-6
620.6E-6,15.61E-9,349.1E-12,11.72E-6
620.7E-6,15.60E-9,356.2E-12,11.74E-6
620.9E-6,15.60E-9,364.2E-12,11.75E-6
621.1E-6,15.59E-9,372.3E-12,11.75E-6
621.3E-6,15.59E-9,379.5E-12,11.75E-6
621.6E-6,15.60E-9,384.3E-12,11.75E-6
622.0E-6,15.61E-9,383.8E-12,11.74E-6
622.4E-6,15.63E-9,376.5E-12,11.73E-6
622.9E-6,15.66E-9,359.9E-12,11.72E-6
623.6E-6,15.70E-9,329.9E-12,11.71E-6
624.5E-6,15.74E-9,289.6E-12,11.70E-6
625.5E-6,15.78E-9,247.5E-12,11.70E-6
626.5E-6,15.82E-9,209.9E-12,11.69E-6
627.5E-6,15.86E-9,177.2E-12,11.69E-6
628.5E-6,15.89E-9,149.4E-12,11.69E-6
